If	Then	Confidence
B01KU4LRW0	B01EV7JN5K	1.00
B00WO3ML6C	B00YS65KTS	1.00
B01C7YZN1C	B06XRSGM2R	1.00
B07FXN39TM	B07JKZR4BP	1.00
B00UM239Y0	B00J4JWL4G	1.00
B01IVEI1WA	B01C7YZN1C	1.00
B00BIGBAEK	B01NC0KC30	1.00
B004GGU9QY	B01HNOIS4A	1.00
B000H3T5HO	B002UDUPP0	0.86
B015GPJF2C	B00BG34G3C	1.00
B00ZPFA8T8	B00284B0AK	1.00
B00JMBDN8O	B075VFSLF2	1.00
B01KU4LRW0	B01IVEI1WA	0.67
B01C375RCI	B01KWX8NU8	1.00
B00T6J4IQI	B013Y79ZJ2	1.00
B009A882D0	B07BT98MVN	1.00
B00BZ5S9QG	B076QJBZ9B	0.67
B00BJH3JT2	B003VR4XH0	1.00
B0765CR135	B008DD5114	1.00
B07D1TRJ94	B004GGU9QY	0.83
B07JKZR4BP	B00NVKOEV2	0.50
B01H5RFYT2	B01KU4LRW0	1.00
B07BRDZVK2	B007P28FN0	1.00
B0765CR135	B074MNNW5T	1.00
B01IVEI1WA	B01FQUHACY	1.00
B01KU4LRW0	B01H5RFYT2	1.00
B013Y79ZJ2	B008DD51O6	1.00
B00BZ5S9QG	B07JKZR4BP	1.00
B07BRDZVK2	B007KFQ3E0	1.00
B00BM5RUNM	B001E2R2M2	1.00
B06XRSGM2R	B01I5QJDZ8	0.67
B01KWX8NU8	B00BG34G3C	1.00
B000A0UO0G	B00BG34G3C	0.75
B00BZ5PE64	B01KWX8NU8	1.00
B00BZ5S9TI	B003S3SPZS	0.67
B00BG34G3C	B01KWX8NU8	1.00
B019NGYG2E	B015GPJF2C	1.00
B01I5QJDZ8	B01FR8IDFI	1.00
B003QHZDW4	B01KWX8NU8	1.00
B015GPJF2C	B003QHZDW4	1.00
B00LCVVDOI	B00BG34FKG	1.00
B07C9RTFWS	B00236ZCMK	0.67
B074MNNW5T	B07C27N7WM	0.67
B0042ZG2K6	B000A0UO0G	0.67
B00MDU0X7A	B00ZPFA8T8	1.00
B00322XV8Q	B00004U3SS	1.00
B002KJ3A74	B00BG34G3C	1.00
B00T6JFPBK	B01I5QJDZ8	1.00
B002KJ3A74	B00001TOXD	1.00
B000H3VFLS	B00JMBDN8O	1.00
B003E8ZORY	B01N2OZV41	0.67
B009A882D0	B00W9DYAIY	1.00
B01H5RFYT2	B003E8ZORY	1.00
B00BJH4NWO	B003QHZAKO	1.00
B07BRDZVK2	B00W9DYAIY	1.00
B002N3CE0Q	B00IMSWSZ2	0.67
B07KGHTC97	B00BMDAEHS	1.00
B01EV7JN5K	B01KU4LRW0	1.00
B002UDUPP0	B00BG34FKG	1.00
B008DD510A	B0765CR135	0.67
B076QJBZ9B	B01KWX8NU8	1.00
B019NGYG2E	B07LBZVCQT	1.00
B07BXKYRN6	B00CXOLAWI	1.00
B074MN5RRD	B01H5RFYT2	1.00
B075VFSLF2	B00KQF64EU	0.67
B003IC4W6A	B01C7YZN1C	0.67
B01H5RFYT2	B00WO3ML6C	1.00
B07C5F6YDF	B012S37HQ6	1.00
B019NGYG2E	B00LCVVDOI	1.00
B076QJBZ9B	B002KJ3A74	1.00
B07C5F6YDF	B009A882D0	1.00
B00BZ5S9TI	B07JKZR4BP	1.00
B00TDNNUMK	B000H3NRPK	1.00
B002B4EAZY	B00BG34G3C	1.00
B01KU4LRW0	B00OQ7R9DE	1.00
B07CRWD727	B01KBF01FM	1.00
B01LF76SJS	B004GGU9QY	1.00
B075VFSLF2	B004661X8W	0.67
B003QHZAKO	B01LQP6VTG	1.00
B009A882D0	B01HNOIS4A	1.00
B000000XB8	B003AIKE3C	1.00
B00GN3KC6U	B07LBZVCQT	1.00
B003IC4W6A	B016C9GLBY	1.00
B00MHTCLYA	B00J4JWL4G	1.00
B074N78SXG	B015LYRCFK	1.00
B01FR8IDFI	B00T6J4IQI	0.67
B00GN3KC6U	B00LCVVDOI	1.00
B011W56OXS	B074MN5RRD	0.67
B003IC4W6A	B01FQUHACY	0.67
B01EV7JN5K	B003E8ZORY	1.00
B01EV7JN5K	B016C9GLBY	1.00
B01KU4LRW0	B013Y79ZJ2	1.00
B01KBF01FM	B00I5RKX02	1.00
B000H3NRPK	B00001TOXD	0.83
B013O1T4NA	B00KX22PBC	1.00
B00BZ5PE64	B015GPJF2C	1.00
B00284B0AK	B00IYP3E9W	1.00
B019NGYG2E	B002UDUPP0	1.00
B000WNL1G2	B00284B0AK	1.00
B013O1T4NA	B001RNO30W	1.00
B07JKZR4BP	B0087UHZ9O	0.50
B009A882D0	B013O1T4NA	1.00
B0765CR135	B01C7YZN1C	1.00
B07BRDZVK2	B013O1T4NA	1.00
B015GPJF2C	B00IP8Q9KE	1.00
B01FI68VQA	B074MN5RRD	1.00
B00BJH25Y2	B00BG34FKG	1.00
B075VFSLF2	B003QHZARM	0.67
B00BG34FKG	B002UDUPP0	1.00
B07B7L8C6K	B003A8H7NW	0.67
B00F8JH15U	B008DD51O6	1.00
B001EVXRE0	B07JHBBGQ9	1.00
B07B7L8C6K	B07JHBBGQ9	0.67
B008DD510A	B06XRSGM2R	1.00
B00KX22PBC	B007P28FN0	1.00
B07BT98MVN	B00P2D5U7I	1.00
B00284B0AK	B0006GK6YS	1.00
B07B7L8C6K	B000PLTLNG	1.00
B01BVF5CN2	B00UM239Y0	1.00
B06XRSGM2R	B00I5RKX02	0.67
B0087UKLR2	B00LCVVDOI	0.67
B00F8JH15U	B01H5RFYT2	1.00
B074MN5RRD	B013Y79ZJ2	1.00
B07FXN39TM	B000A0UO0G	1.00
B0765CR135	B01FQUHACY	1.00
B002UDUPP0	B002B57MA8	0.50
B06XRSGM2R	B01ENRXHLO	0.67
B00BJH4NXS	B00BG34FKG	1.00
B003AIKE6E	B012S37HQ6	1.00
B07BRDZVK2	B00W9DYBDS	1.00
B014DPDHCA	B00S50FSH2	1.00
B016C9GLBY	B01I5QJDZ8	0.67
B01C7YZN1C	B01EV7JN5K	1.00
B00F8JH15U	B00WO3ML6C	1.00
B07CRWD727	B011W56OXS	1.00
B003AIKE6E	B009A882D0	1.00
B00236ZCMK	B001E2R2M2	1.00
B00JMBDTWO	B075VFSLF2	1.00
B00W9DYAIY	B007KFQ3E0	1.00
B06XRSGM2R	B01IVEI1WA	0.67
B00BZ5PE64	B002UDUPP0	1.00
B0087UKLR2	B002UDUPP0	0.67
B00KQF4VZY	B003A8H7NW	0.67
B0030552C8	B01NAZEPPF	1.00
B00BG34G3C	B002UDUPP0	1.00
B013O1T4NA	B07D1TRJ94	1.00
B00W9DYAIY	B001SES07C	1.00
B00NVKOEV2	B000A0UO0G	0.67
B01HNOIS4A	B07BRDZVK2	1.00
B003A8H7NW	B000PLTLNG	1.00
B01D10RT22	B07BT98MVN	1.00
B00IP8Q9KE	B07C9RTFWS	0.67
B01FQUHACY	B003E8ZORY	1.00
B01BVF5CN2	B00IKCMPAS	1.00
B008DD51O6	B06WW5SZLV	1.00
B00KQF4VZY	B000PLTLNG	1.00
B01FQUHACY	B016C9GLBY	1.00
B00T6JFPBK	B01IVEI1WA	1.00
B00BZ5S9QG	B015GPJF2C	0.67
B007P28FN0	B07CM33RK6	1.00
B07C9RTFWS	B00MDU0XCA	0.67
B07LBZVCQT	B000A0UO0G	0.67
B00GN3KC6U	B019NGYG2E	1.00
B001RNO30W	B007KFQ3E0	1.00
B07C54FVYJ	B01LQP6VTG	1.00
B004GGU9QY	B003AIKE6E	1.00
B004GGU9QY	B01D10RT22	1.00
B01C7YZN1C	B01H5RFYT2	1.00
B07J4VF2C8	B0765CR135	1.00
B00UM239Y0	B0089B1YSE	0.67
B074MNNW5T	B0765CR135	0.67
B005TS13Y0	B07BRDZVK2	1.00
B07D1TRJ94	B000000XB8	0.83
B000H3T5HO	B003ITL74S	0.57
B00GN3KC6U	B00BJH25Y2	1.00
B07BR6RMYS	B076QJBZ9B	0.50
B0087UKLR2	B00TDNNUMK	0.67
B00BZ5S9QG	B00IMSWSZ2	0.67
B012S37HQ6	B07BT98MVN	1.00
B00UM239Y0	B00IKCMPB2	0.67
B009A882D0	B01M3R75G6	1.00
B01C7YZN1C	B00WO3ML6C	1.00
B00F8JH15U	B013Y79ZJ2	1.00
B0087UHZ9O	B00001TOXD	1.00
B07CM33RK6	B001RNO30W	1.00
B000H3NRPK	B002KJ3A74	0.50
B07D1TRJ94	B00W9DYAIY	0.83
B012S37HQ6	B007P28FN0	1.00
B004GGU9QY	B002YAGIOG	1.00
B013Y79ZJ2	B074MN5RRD	0.67
B01C375RCI	B00322XV8Q	1.00
B01C7YZN1C	B01N2OZV41	1.00
B01LF76SJS	B07C5F6YDF	1.00
B01N2OZV41	B06XRSGM2R	1.00
B004661X8W	B004AI3XUM	1.00
B00IKCMPAS	B01NC0KC30	1.00
B01M3R75G6	B07CM33RK6	1.00
B003IC4W6A	B07J4VF2C8	0.67
B01FR8IDFI	B01FI68VQA	0.67
B015GPJF2C	B00001TOXD	1.00
B0765CR135	B003E8ZORY	1.00
B074N78SXG	B00BIGBAEK	1.00
B003QHZDW4	B07LBZVCQT	0.67
B00KQF64EU	B004AI3XUM	1.00
B01LX9T2O1	B07BRDZVK2	1.00
B074MN5RRD	B01I5QJDZ8	1.00
B00318CBS2	B07CM33RK6	1.00
B07D1TRJ94	B01HNOIS4A	0.83
B00P2D5U7I	B007P28FN0	1.00
B00DM276NW	B0009S6TJY	1.00
B002B4EAZY	B00BJH4NXS	1.00
B01C7YZN1C	B00OQ7R9DE	1.00
B011W56OXS	B07J4VF2C8	0.67
B012S37HQ6	B00W9DYAIY	1.00
B07BR6RMYS	B00BG34FKG	0.75
B07CKZVG19	B00UM239Y0	1.00
B00BZ5S9TI	B00IMSWSZ2	0.67
B000WNL1G2	B07532QVC5	1.00
B01FI68VQA	B011W56OXS	1.00
B00318CBS2	B01LF76SJS	1.00
B000H3NRPK	B00BZ5S9TI	0.50
B00IP8Q9KE	B002UDUPP0	1.00
B00BJH25Y2	B00GN3KC6U	1.00
B01KWX8NU8	B000H3T5HO	1.00
B01KWX8NU8	B00001TOXD	1.00
B01ENRXHLO	B01FQUHACY	1.00
B003S3SPZS	B00IMSWSZ2	1.00
B00R9X9Q56	B00001TOXD	1.00
B01ENRXHLO	B008DD510A	1.00
B01LF76SJS	B000000XB8	1.00
B01C7YZN1C	B013Y79ZJ2	1.00
B016C9GLBY	B00F8JH15U	0.67
B00IP8Q9KE	B00BZ5S9TI	0.67
B01LXD6YDV	B00001TOXD	1.00
B00BG34FKG	B003ITL74S	0.67
B00P2D5U7I	B001SES07C	1.00
B003IC4W6A	B001V51SIG	0.67
B002YAGIOG	B00P2D5U7I	1.00
B003A7PB5Y	B00I5RKX02	0.67
B00322XV8Q	B000A0UO0G	1.00
B00KQF64EU	B000PLTLNG	1.00
B013Y79ZJ2	B01KBF01FM	0.67
B00567KJ6C	B0084Z6WUK	1.00
B07D1TRJ94	B013O1T4NA	0.83
B00BZ5S9QG	B000A0UO0G	0.67
B000R4KNE2	B000WCSAN0	1.00
B0765CR135	B01FR8IDFI	1.00
B003ITL74S	B00001TOXD	1.00
B009A882D0	B003AIKE6E	1.00
B003IC4W6A	B00YS65KTS	1.00
B009A882D0	B01D10RT22	1.00
B00YS65KTS	B008DD51O6	1.00
B06WW5SZLV	B01KBF01FM	0.67
B07CRWD727	B008DD510A	1.00
B001SES07C	B07BT98MVN	1.00
B07CM33RK6	B07D1TRJ94	1.00
B003A7PB5Y	B00F8JH15U	0.67
B002UDUPP0	B000H3T5HO	1.00
B07BR6RMYS	B0042ZG2K6	0.50
B01KWX8NU8	B01LQP6VTG	0.50
B07J4VF2C8	B00YS65KTS	1.00
B01LQP6VTG	B019NGYG2E	0.67
B01NAZENBS	B00UM239Y0	1.00
B01EV7JN5K	B003IC4W6A	1.00
B01NAZEPPF	B01BVF5CN2	1.00
B012S37HQ6	B005TS13Y0	1.00
B001SES07C	B007P28FN0	1.00
B00KX22PBC	B01LF76SJS	1.00
B0009S6TJY	B007FPQ3SQ	1.00
B000YPMJF0	B002N3CE0Q	1.00
B000H67LEA	B002UDUPP0	0.50
B00J4JWL4G	B007L016BO	0.67
B07GB8PQYH	B000R4KNE2	1.00
B013O1T4NA	B00318CBS2	1.00
B07CKZVG19	B00IKCMPAS	1.00
B011W56OXS	B0765CR135	0.67
B07BRDZVK2	B002YAGIOG	1.00
B01IVEI1WA	B00YS65KTS	1.00
B01H5RFYT2	B00T6J4IQI	0.67
B00MWQKXTI	B00JMBCUKG	1.00
B00BG34G3C	B07BR6RMYS	0.50
B07D1TRJ94	B00W9DYBDS	0.83
B000A0UO0G	B00MDU0XCA	0.50
B00IMSWSZ2	B000H3T5HO	1.00
B002B4EAZY	B000H3T5HO	1.00
B00YD39QS2	B004661X8W	1.00
B00MDU0XCA	B00BMDAEHS	0.50
B07JHBBGQ9	B004661X8W	1.00
B012S37HQ6	B013O1T4NA	1.00
B004661X8W	B00JMBDN8O	1.00
B00BMDAEHS	B07KGHTC97	0.67
B004GGU9QY	B01LX9T2O1	1.00
B01KWX8NU8	B000H3NRPK	0.83
B00OQ7R9DE	B00I5RKX02	0.67
B004GGU9QY	B001RNO30W	1.00
B00LCVVDOI	B00NVKOEV2	0.60
B00P2D5U7I	B005TS13Y0	1.00
B01BVF5CN2	B074N78SXG	1.00
B01I5QJDZ8	B008DD51O6	1.00
B003QHZDW4	B07KGHTC97	0.67
B000PLTLNG	B075VFSLF2	1.00
B001SES07C	B00W9DYAIY	1.00
B00OQ7R9DE	B01EV7JN5K	1.00
B01KWX8NU8	B00236ZCMK	0.83
B00BM5RUNM	B000H67LEA	0.67
B06XRSGM2R	B07J4VF2C8	0.67
B07D1TRJ94	B01LF76SJS	0.83
B07JKZR4BP	B002KJ3A74	0.75
B01NAZENBS	B00IKCMPAS	1.00
B000A0UO0G	B001E2R2M2	1.00
B01H5RFYT2	B074MN5RRD	0.67
B01N8VPAQG	B000WNL1G2	1.00
B003QHZDW4	B019NGYG2E	0.67
B00236ZCMK	B002B57MA8	0.60
B01LQP6VTG	B00WFAGA7A	0.67
B00IMSWSZ2	B00236ZCMK	1.00
B0030552C8	B01BVF5CN2	1.00
B0056YN2CS	B0084Z6WUK	1.00
B012S37HQ6	B00W9DYBDS	1.00
B00KQF64EU	B07B7L8C6K	1.00
B00OQ7R9DE	B01IVEI1WA	0.67
B075VFSLF2	B003A8H7NW	0.67
B00DM276NW	B007FPQ3SQ	1.00
B00T6JFPBK	B07J4VF2C8	1.00
B008DD510A	B00WO3ML6C	1.00
B00BZ5S9TI	B003QHZAKO	0.67
B00UM239Y0	B007L016BO	0.67
B001E2R2M2	B00MDU0XCA	0.50
B01LQP6VTG	B07JKZR4BP	1.00
B01EV7JN5K	B06XRSGM2R	1.00
B00J4JWL4G	B00UM239Y0	1.00
B00BJH25Y2	B01LQP6VTG	1.00
B01NC0KC30	B015LYRCFK	1.00
B00BZ5S9QG	B002B57MA8	0.67
B00009NQW1	B00CXOLAWI	1.00
B00KX22PBC	B07D1TRJ94	1.00
B01LF76SJS	B003AIKE3C	1.00
B003AIKE3C	B009A882D0	1.00
B001SES07C	B005TS13Y0	1.00
B012S37HQ6	B01LF76SJS	1.00
B07LBZVCQT	B00BZ5PE64	0.67
B01FQUHACY	B074MN5RRD	1.00
B015LYRCFK	B00BIGBAEK	1.00
B003IC4W6A	B00T6JFPBK	0.67
B06XRSGM2R	B001V51SIG	0.67
B003QHZDW4	B003S3SPZS	0.67
B07C27N7WM	B00T6J4IQI	1.00
B01D10RT22	B01M3R75G6	1.00
B008DD5114	B06WW5SZLV	1.00
B07C5F6YDF	B00P2D5U7I	1.00
B00P2D5U7I	B07CM33RK6	1.00
B001SES07C	B013O1T4NA	1.00
B0084Z6WUK	B00009NQW1	1.00
B002B57MA8	B01C375RCI	0.67
B00YD39QS2	B00JMBDN8O	1.00
B07JKZR4BP	B015GPJF2C	0.75
B008DD5114	B008DD510A	1.00
B00JMBDTWO	B00YD39QS2	1.00
B001EVXRE0	B075VFSLF2	1.00
B000H3T5HO	B00MDU0XCA	0.57
B000H67LEA	B002B57MA8	0.50
B009A882D0	B01LX9T2O1	1.00
B01FR8IDFI	B06WW5SZLV	1.00
B01I5QJDZ8	B013Y79ZJ2	1.00
B00004U3SS	B01C375RCI	1.00
B00MDU0X7A	B00IYP3E9W	1.00
B003QHZDW4	B07JKZR4BP	1.00
B002N3CE0Q	B003QHZDW4	0.67
B007P28FN0	B003AIKE6E	1.00
B00KQF4VZY	B003QHZARM	0.67
B01N2OZV41	B008DD51O6	1.00
B00IP8Q9KE	B001E2R2M2	1.00
B001SES07C	B00W9DYBDS	1.00
B01H5RFYT2	B07CRWD727	0.67
B002N3CE0Q	B00NVKOEV2	0.67
B003IC4W6A	B003A7PB5Y	1.00
B00004U3SS	B00BG34G3C	1.00
B0765CR135	B00YS65KTS	1.00
B000000XB8	B07BT98MVN	1.00
B00BJH3JVA	B001E2R2M2	1.00
B004GGU9QY	B07CM33RK6	1.00
B00W9DYAIY	B002YAGIOG	1.00
B074N78SXG	B07CKZVG19	1.00
B000000XB8	B007P28FN0	1.00
B07CKZVG19	B074N78SXG	1.00
B007P28FN0	B002YAGIOG	1.00
B01LQP6VTG	B00IMSWSZ2	1.00
B011W56OXS	B003A7PB5Y	1.00
B00GN3KC6U	B00IMSWSZ2	1.00
B0087UKLR2	B000H3T5HO	1.00
B00MDU0X7A	B0006GK6YS	1.00
B001RNO30W	B003AIKE6E	1.00
B00284B0AK	B00MDU0X7A	1.00
B001RNO30W	B01D10RT22	1.00
B01FI68VQA	B01I5QJDZ8	1.00
B000000XB8	B007KFQ3E0	1.00
B01H5RFYT2	B01FI68VQA	0.67
B01N2OZV41	B00WO3ML6C	1.00
B00T6J4IQI	B001V51SIG	1.00
B013O1T4NA	B01D10RT22	1.00
B00567KJ6C	B0056YN2CS	1.00
B003S3SPZS	B00BG34G3C	1.00
B01D10RT22	B003AIKE6E	1.00
B016C9GLBY	B07J4VF2C8	0.67
B000H67LEA	B001E2R2M2	0.75
B000HG8XXS	B00BG34G3C	1.00
B01FR8IDFI	B00YS65KTS	1.00
B01LX9T2O1	B01LF76SJS	1.00
B07C54FVYJ	B00MDU0XCA	1.00
B003A7PB5Y	B01FQUHACY	0.67
B00NVKOEV2	B003QHZDW4	0.67
B0087UKLR2	B000H3NRPK	1.00
B001RNO30W	B002YAGIOG	1.00
B07BR6RMYS	B000A0UO0G	0.75
B00R9X97YG	B07JHBBGQ9	1.00
B01D10RT22	B002YAGIOG	1.00
B002YAGIOG	B01M3R75G6	1.00
B000000XB8	B00W9DYAIY	1.00
B01N7Y4TRR	B01N16WPP5	0.67
B07LBZVCQT	B003QHZDW4	0.67
B01NAZENBS	B074N78SXG	1.00
B07J4VF2C8	B008DD510A	1.00
B074N78SXG	B01C8MOSSC	1.00
B001SES07C	B01M3R75G6	1.00
B07LBZVCQT	B00NVKOEV2	0.67
B01KU4LRW0	B008DD51O6	1.00
B01C7YZN1C	B01FI68VQA	1.00
B07KGHTC97	B07JKZR4BP	1.00
B00MDU0XCA	B07JKZR4BP	1.00
B016C9GLBY	B001V51SIG	0.67
B004661X8W	B003A8H7NW	1.00
B01LQP6VTG	B00BMDAEHS	0.67
B002N3CE0Q	B000H3NRPK	0.67
B008DD51O6	B01C7YZN1C	0.67
B008DD5114	B074MNNW5T	1.00
B00236ZCMK	B00BG34FKG	1.00
B01NC0KC30	B00BIGBAEK	1.00
B002N3CE0Q	B00236ZCMK	0.67
B07FXN39TM	B000H3NRPK	1.00
B07JKZR4BP	B003ITL74S	0.50
B00WO3ML6C	B00T6J4IQI	0.67
B076BQDH8N	B0084Z6WUK	1.00
B00SOFZTCW	B0009S6TJY	1.00
B07BT98MVN	B07CM33RK6	1.00
B004GGU9QY	B07BRDZVK2	1.00
B01HNOIS4A	B00W9DYAIY	1.00
B008DD51O6	B01FQUHACY	0.67
B01N2OZV41	B06WW5SZLV	1.00
B002UDUPP0	B00BG34G3C	1.00
B074MN5RRD	B008DD51O6	1.00
B07J4VF2C8	B01KU4LRW0	1.00
B07BT98MVN	B01LF76SJS	1.00
B07KGHTC97	B01LQP6VTG	1.00
B011W56OXS	B01ENRXHLO	0.67
B002KJ3A74	B01KWX8NU8	1.00
B01ENRXHLO	B00T6JFPBK	1.00
B01M3R75G6	B00KX22PBC	1.00
B074MN5RRD	B07J4VF2C8	1.00
B002YAGIOG	B001SES07C	1.00
B005TS13Y0	B00W9DYAIY	1.00
B011W56OXS	B01KU4LRW0	1.00
B00NVKOEV2	B00IP8Q9KE	0.67
B01KWX8NU8	B003QHZDW4	0.50
B003E8ZORY	B00YS65KTS	1.00
B011W56OXS	B01IVEI1WA	0.67
B07LBZVCQT	B00IP8Q9KE	0.67
B001SES07C	B003AIKE6E	1.00
B00JMBDTWO	B00FB3JHVO	1.00
B01FR8IDFI	B00I5RKX02	0.67
B003E8ZORY	B0765CR135	0.67
B01FI68VQA	B01ENRXHLO	1.00
B07CRWD727	B01KU4LRW0	1.00
B00IMSX0QS	B007FPQ3TU	1.00
B00BZ5S9QG	B003QHZDW4	0.67
B00BMDAEHS	B015GPJF2C	0.67
B00OQ7R9DE	B003IC4W6A	1.00
B01FR8IDFI	B00F8JH15U	0.67
B002B4EAZY	B01KWX8NU8	1.00
B00IMSWSZ2	B01KWX8NU8	1.00
B001RNO30W	B01LX9T2O1	1.00
B015LYRCFK	B07CKZVG19	1.00
B013O1T4NA	B01LX9T2O1	1.00
B005TS13Y0	B01HNOIS4A	1.00
B0087UKLR2	B00236ZCMK	0.67
B003IC4W6A	B00WO3ML6C	1.00
B01D10RT22	B01LX9T2O1	1.00
B001SES07C	B002YAGIOG	1.00
B011W56OXS	B003E8ZORY	1.00
B00YD39QS2	B003A8H7NW	1.00
B00LCVVDOI	B002N3CE0Q	0.60
B00LCVVDOI	B00BZ5S9QG	0.60
B07JHBBGQ9	B003A8H7NW	1.00
B01C375RCI	B00LCVVDOI	1.00
B07JKZR4BP	B07BR6RMYS	0.75
B01FI68VQA	B01IVEI1WA	1.00
B01EV7JN5K	B00WO3ML6C	1.00
B00MDU0XCA	B00BJH25Y2	0.50
B07LBZVCQT	B0087UHZ9O	0.67
B07C5F6YDF	B01M3R75G6	1.00
B01ENRXHLO	B016C9GLBY	1.00
B00I5RKX02	B01FR8IDFI	1.00
B000WNL1G2	B001M5CSW0	1.00
B008DD510A	B00F8JH15U	0.67
B00DM276NW	B00IMSX0QS	1.00
B00567KJ6C	B07DC8BR3B	1.00
B00318CBS2	B001SES07C	1.00
B004AI3XUM	B00FB3JHVO	1.00
B00BZ5PE64	B07LBZVCQT	1.00
B07BRDZVK2	B009A882D0	1.00
B00I5RKX02	B003IC4W6A	1.00
B015LYRCFK	B0089B1YSE	1.00
B00BZ5PE64	B00LCVVDOI	1.00
B019NGYG2E	B00001TOXD	1.00
B00J4JWL4G	B0089B1YSE	0.67
B003O68F0O	B003C1CCOQ	1.00
B00BG34G3C	B00IMSWSZ2	0.50
B003E8ZORY	B074MNNW5T	1.00
B00BZ5S9TI	B00BJH4NWO	0.67
B015LYRCFK	B01C8MOSSC	1.00
B00SOFZTCW	B007FPQ3SQ	1.00
B008DD510A	B074MN5RRD	0.67
B000A0UO0G	B00LCVVDOI	0.75
B01LQP6VTG	B00BG34G3C	1.00
B015GPJF2C	B002UDUPP0	1.00
B00BJH4NWO	B01KWX8NU8	1.00
B00BMDAEHS	B074QMGVML	0.67
B00GN3KC6U	B00BG34G3C	1.00
B00BG34FKG	B000A0UO0G	0.50
B00KX22PBC	B001SES07C	1.00
B075FY33QD	B00FB3JHVO	1.00
B01N2OZV41	B008DD5114	1.00
B005TS13Y0	B00W9DYBDS	1.00
B002N3CE0Q	B01KWX8NU8	1.00
B076QJBZ9B	B07LBZVCQT	1.00
B00IMSWSZ2	B015GPJF2C	1.00
B015GPJF2C	B00BZ5S9TI	0.67
B001V51SIG	B008DD510A	1.00
B075VFSLF2	B00YD39QS2	0.67
B016C9GLBY	B003A7PB5Y	1.00
B00BZ5S9TI	B003ITL74S	0.67
B00NVKOEV2	B001E2R2M2	1.00
B06XRSGM2R	B008DD51O6	1.00
B07C27N7WM	B003IC4W6A	1.00
B007P28FN0	B004GGU9QY	1.00
B07CRWD727	B00OQ7R9DE	1.00
B002N3CE0Q	B00MDU0XCA	0.67
B007KFQ3E0	B00KX22PBC	1.00
B01KWX8NU8	B002UDUPP0	1.00
B00004U3SS	B00322XV8Q	1.00
B00004U3SS	B000H3T5HO	1.00
B000A0UO0G	B002UDUPP0	0.75
B06WW5SZLV	B01EV7JN5K	1.00
B008DD510A	B011W56OXS	1.00
B01EV7JN5K	B06WW5SZLV	1.00
B00TDNNUMK	B00BJH3JT2	1.00
B008DD51O6	B07J4VF2C8	0.67
B00IKCMPAS	B0030552C8	1.00
B01M3R75G6	B012S37HQ6	1.00
B0089B1YSE	B01NAZENBS	1.00
B07FXN39TM	B00MDU0XCA	1.00
B075FY33QD	B00KQF64EU	1.00
B01FQUHACY	B00WO3ML6C	1.00
B0084Z6WUK	B076BQDH8N	1.00
B01M3R75G6	B009A882D0	1.00
B003QHZAKO	B003S3SPZS	1.00
B00BZ5S9QG	B0087UHZ9O	0.67
B00IMSWSZ2	B002KJ3A74	0.67
B003AIKE3C	B00P2D5U7I	1.00
B07D1TRJ94	B001SES07C	0.83
B01I5QJDZ8	B008DD510A	1.00
B002KJ3A74	B002UDUPP0	1.00
B001RNO30W	B004GGU9QY	1.00
B01HNOIS4A	B01M3R75G6	1.00
B01N8VPAQG	B07532QVC5	1.00
B00BMDAEHS	B003ITL74S	0.67
B003S3SPZS	B000H3T5HO	1.00
B00004U3SS	B000H3NRPK	1.00
B013O1T4NA	B004GGU9QY	1.00
B003QHZDW4	B00001TOXD	1.00
B007FPQ3SQ	B00SOFZTCW	1.00
B01D10RT22	B004GGU9QY	1.00
B076BQDH8N	B0056YN2CS	1.00
B00BJH4NWO	B00BZ5S9TI	1.00
B00BG34G3C	B000A0UO0G	0.50
B00FB3JHVO	B004AI3XUM	0.67
B002KJ3A74	B00BZ5S9TI	0.67
B015GPJF2C	B00LCVVDOI	0.67
B01FQUHACY	B01I5QJDZ8	1.00
B003A8H7NW	B075FY33QD	1.00
B00BG34FKG	B00236ZCMK	0.83
B005TS13Y0	B01M3R75G6	1.00
B003S3SPZS	B000H3NRPK	1.00
B000000XB8	B003AIKE6E	1.00
B00MDU0XCA	B07LBZVCQT	0.75
B000000XB8	B01D10RT22	1.00
B013Y79ZJ2	B008DD5114	0.67
B00BZ5S9QG	B00MDU0XCA	1.00
B00IMSWSZ2	B002UDUPP0	1.00
B002B4EAZY	B002UDUPP0	1.00
B01C8MOSSC	B01NAZENBS	1.00
B01KBF01FM	B008DD51O6	1.00
B002KJ3A74	B015GPJF2C	0.67
B01LF76SJS	B07BT98MVN	1.00
B003S3SPZS	B00236ZCMK	1.00
B07BR6RMYS	B00BG34G3C	0.75
B008DD5114	B003E8ZORY	1.00
B0089B1YSE	B015LYRCFK	1.00
B008DD5114	B016C9GLBY	1.00
B01C7YZN1C	B0765CR135	1.00
B000000XB8	B002YAGIOG	1.00
B000PLTLNG	B00FB3JHVO	1.00
B07KGHTC97	B00BZ5S9QG	1.00
B01LF76SJS	B007KFQ3E0	1.00
B07DYQXKWY	B00XK4XML2	1.00
B000H3NRPK	B002UDUPP0	0.83
B016C9GLBY	B00I5RKX02	0.67
B008DD510A	B01FI68VQA	0.67
B002B57MA8	B0042U3F6A	0.67
B076QJBZ9B	B07FXN39TM	1.00
B016C9GLBY	B01EV7JN5K	1.00
B00W9DYAIY	B07BRDZVK2	1.00
B01N2OZV41	B01C7YZN1C	1.00
